model,sample_id,task,category,context_length,generation_seed,fp16_success,aggressive_success,fp16_valid,aggressive_valid
qwen3_4b,qwen3_4b:niah_multikey_1:8192:029:23035,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:030:27275,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:031:3189,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:032:6484,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:033:25206,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:034:11666,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:035:5860,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:036:27343,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:037:32110,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:038:24706,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:039:5162,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:040:36150,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:041:187,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:042:20905,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:043:13163,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:044:29764,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:045:26186,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:046:25129,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:047:13980,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:048:16156,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:niah_multikey_1:8192:049:36147,niah_multikey_1,Retrieval,8192,20260822,1,0,1,1
qwen3_4b,qwen3_4b:vt:4096:000:0,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:001:1,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:002:2,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:003:3,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:004:4,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:005:5,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:006:6,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:007:7,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:008:8,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:009:9,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:010:10,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:011:11,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:012:12,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:013:13,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:014:14,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:015:15,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:016:16,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:017:17,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:018:18,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:019:19,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:020:20,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:021:21,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:022:22,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:023:23,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:024:24,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:025:25,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:026:26,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:027:27,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:028:28,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:029:29,vt,Multi-hop Tracing,4096,20260822,1,0,1,1
qwen3_4b,qwen3_4b:vt:4096:030:30,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:031:31,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:032:32,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:033:33,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:034:34,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:035:35,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:036:36,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:037:37,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:038:38,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:039:39,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:040:40,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:041:41,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:042:42,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:043:43,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:044:44,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:045:45,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:046:46,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:047:47,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:048:48,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:4096:049:49,vt,Multi-hop Tracing,4096,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:000:0,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:001:1,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:002:2,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:003:3,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:004:4,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:005:5,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:006:6,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:007:7,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:008:8,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:009:9,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:010:10,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:011:11,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:012:12,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:013:13,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:014:14,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:015:15,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:016:16,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:017:17,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:018:18,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:019:19,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:020:20,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:021:21,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:022:22,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:023:23,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:024:24,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:025:25,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:026:26,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:027:27,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:028:28,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:029:29,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:030:30,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:031:31,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:032:32,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:033:33,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:034:34,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:035:35,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:036:36,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:037:37,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:038:38,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:039:39,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:040:40,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:041:41,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:042:42,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:043:43,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:044:44,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:045:45,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:046:46,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:047:47,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:048:48,vt,Multi-hop Tracing,8192,20260822,0,0,1,1
qwen3_4b,qwen3_4b:vt:8192:049:49,vt,Multi-hop Tracing,8192,20260822,0,0,1,1

